election_name,election_date,election_id,ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name,ccdc_committee_id,calaccess_committee_id,committee_name,committee_position
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/52086b31-c98d-4cdc-97ad-d7bf1c2f8aef,1007626,17,PROP 28 - 2000 REPEAL OF ADDITIONAL TOBACCO SURTAX ENACTED BY PROPOSITION 10. INITIATIVE STATUTE.,58,990352,CIGARETTES CHEAPER! COMMITTEE TO PASS PROPOSITION 28,SUPPORT
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/7fdf54f3-3762-422b-8a8e-3b229b47d3cc,1007614,18,PROP 29 - 2000 REFERENDUM VOTE TO OVERTURN PREVIOUSLY APPROVED GAMING COMPACTS.,59,982950,"CALIFORNIANS FOR TRIBAL RIGHTS, SPONSORED BY AGUA CALIENTE BAND OF CAHUILLA INDIANS",OPPOSE
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/9c344b97-a90d-4fa1-8a0a-a1c34a3f353f,1007671,19,"PROP 30 - 2000 REFERENDUM PETITION TO OVERTURN ""THE FAIR INSURANCE RESPONSIBILITY ACT.""",60,991916,"CONSUMERS AND THEIR ATTORNEYS, YES ON  PROPOSITION 30",SUPPORT
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/9c344b97-a90d-4fa1-8a0a-a1c34a3f353f,1007671,19,"PROP 30 - 2000 REFERENDUM PETITION TO OVERTURN ""THE FAIR INSURANCE RESPONSIBILITY ACT.""",61,991908,"CONSUMERS AGAINST FRAUD AND HIGHER INSURANCE COSTS: NO ON 30 AND 31, SPONSORED BY CONSUMERS, TAXPAYERS, SENIORS, INSURERS, LAW ENFORCEMENT AND SMALL BUSINESSES",OPPOSE
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/9c344b97-a90d-4fa1-8a0a-a1c34a3f353f,1007671,19,"PROP 30 - 2000 REFERENDUM PETITION TO OVERTURN ""THE FAIR INSURANCE RESPONSIBILITY ACT.""",62,992147,"VOTER REVOLT COMMITTEE AGAINST PROPOSITIONS 30 AND 31, SPONSORED BY VOTER REVOLT AND CONSUMERS",OPPOSE
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/3bc11809-a8ce-40d4-80db-1cd09e71e64c,1007676,20,"PROP 31 - 2000 REFERENDUM PETITION TO OVERTURN AMENDMENTS TO ""THE FAIR INSURANCE RESPONSIBILITY ACT.""",63,991908,"CONSUMERS AGAINST FRAUD AND HIGHER INSURANCE COSTS: NO ON 30 AND 31, SPONSORED BY CONSUMERS, TAXPAYERS, SENIORS, INSURERS, LAW ENFORCEMENT AND SMALL BUSINESSES",OPPOSE
2000 PRIMARY,2000-03-07 00:00:00+00:00,ocd-event/e9cb6a1f-203e-4305-883b-17de53940dfd,ocd-contest/3bc11809-a8ce-40d4-80db-1cd09e71e64c,1007676,20,"PROP 31 - 2000 REFERENDUM PETITION TO OVERTURN AMENDMENTS TO ""THE FAIR INSURANCE RESPONSIBILITY ACT.""",64,992147,"VOTER REVOLT COMMITTEE AGAINST PROPOSITIONS 30 AND 31, SPONSORED BY VOTER REVOLT AND CONSUMERS",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/1a755416-d395-4074-9ea5-88241d10ee74,1225298,22,PROP 33 - LEGISLATURE. PARTICIPATION IN PUBLIC EMPLOYEES' RETIREMENT SYSTEM. LEGISLATIVE CONSTITUTIONAL AMENDMENT.,65,1225770,COMMITTEE FOR LEGISLATIVE COMPENSATION REFORM - YES ON 33,SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/44ad32fe-9666-4f2b-98cd-a60ea8fae9e7,1225301,23,PROP 34 - CAMPAIGN CONTRIBUTIONS AND SPENDING. LIMITS. DISCLOSURE. LEGISLATIVE INITIATIVE AMENDMENT.,66,1224774,"CALIFORNIANS AGAINST PHONY ""REFORM"" - NO ON 34-SPONSORED BY LEAGUE OF WOMEN VOTERS OF CALIFORNIA, AMERICAN ASSOCIATION OF RETIRED PERSONS-CALIFORNIA (AARP), COMMON CAUSE",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/44ad32fe-9666-4f2b-98cd-a60ea8fae9e7,1225301,23,PROP 34 - CAMPAIGN CONTRIBUTIONS AND SPENDING. LIMITS. DISCLOSURE. LEGISLATIVE INITIATIVE AMENDMENT.,67,1225886,"CITIZENS FOR CONSTITUTIONAL CAMPAIGN REFORM, YES ON PROP 34",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/034cbdb3-0e9b-4468-a988-f12551a52a12,1007621,24,PROP 35 - PUBLIC WORKS PROJECTS. USE OF PRIVATE CONTRACTORS FOR ENGINEERING AND ARCHITECTURAL SERVICES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,68,990274,"TAXPAYERS FOR FAIR COMPETITION / YES ON PROP. 35 - A COALITION OF TAXPAYERS, ENGINEERS, SENIORS, SCHOOLS, LOCAL GOVERNMENT, BUSINESS, LABOR, HIGHWAY SAFETY EXPERTS AND FRUSTRATED COMMUTERS.",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/034cbdb3-0e9b-4468-a988-f12551a52a12,1007621,24,PROP 35 - PUBLIC WORKS PROJECTS. USE OF PRIVATE CONTRACTORS FOR ENGINEERING AND ARCHITECTURAL SERVICES. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,69,990761,"NO ON PROP. 35 - A COALITION OF ENGINEERS, PEACE OFFICERS, FIREFIGHTERS, TAXPAYERS, PUBLIC SERVANTS, SMALL BUSINESSES, TEACHERS AND SENIOR CITIZENS.",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/7a03ca23-038c-4f3b-b48a-43fcc0064718,1221199,25,PROP 36 - DRUG TREATMENT DIVERSION PROGRAM. INITIATIVE STATUTE.,70,992045,"CALIFORNIA CAMPAIGN FOR NEW DRUG POLICIES, YES ON PROP. 36",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/7a03ca23-038c-4f3b-b48a-43fcc0064718,1221199,25,PROP 36 - DRUG TREATMENT DIVERSION PROGRAM. INITIATIVE STATUTE.,71,1223780,"CALIFORNIANS UNITED AGAINST DRUG ABUSE SPONSORED BY: LAW ENFORCEMNET, DRUG TREATMENT PROFESSIONALS, HEALTHCARE, CRIME VICTIMS AND TAXPAYERS - NO ON 36",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/7a03ca23-038c-4f3b-b48a-43fcc0064718,1221199,25,PROP 36 - DRUG TREATMENT DIVERSION PROGRAM. INITIATIVE STATUTE.,72,1225971,CALIFORNIANS FOR CRIME PREVENTION AND FOR PROPOSITION 36,SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/541d3b71-4db0-4753-9e25-594e58488a02,1224360,26,PROP 37 - FEES. VOTE REQUIREMENTS. TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,73,1228025,"TAXPAYERS AGAINST POLLUTER PROTECTION, NO ON 37",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/541d3b71-4db0-4753-9e25-594e58488a02,1224360,26,PROP 37 - FEES. VOTE REQUIREMENTS. TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,74,992080,"CALIFORNIANS AGAINST HIDDEN TAXES, YES ON PROPOSITION 37, A COALITION OF TAXPAYERS, CONSUMERS, BUSINESS AND FARMERS",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/541d3b71-4db0-4753-9e25-594e58488a02,1224360,26,PROP 37 - FEES. VOTE REQUIREMENTS. TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,75,1226395,"CHEMICAL INDUSTRY COUNCIL OF CALIFORNIA ISSUES PAC, YES ON 37",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/541d3b71-4db0-4753-9e25-594e58488a02,1224360,26,PROP 37 - FEES. VOTE REQUIREMENTS. TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,76,1229739,CALIFORNIA PUBLIC INTEREST RESEARCH GROUP,OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/edd09320-48c4-4875-a1c6-0375652107d4,1221201,27,PROP 38 - SCHOOL VOUCHERS. STATE-FUNDED PRIVATE AND RELIGIOUS EDUCATION. PUBLIC SCHOOL FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,77,1224045,"NO ON 38, A COALITION OF PARENTS, EDUCATORS, BUSINESS, LABOR AND PUBLIC SAFETY",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/edd09320-48c4-4875-a1c6-0375652107d4,1221201,27,PROP 38 - SCHOOL VOUCHERS. STATE-FUNDED PRIVATE AND RELIGIOUS EDUCATION. PUBLIC SCHOOL FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,78,990640,"PROP38YES.COM, SCHOOL VOUCHERS",SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/edd09320-48c4-4875-a1c6-0375652107d4,1221201,27,PROP 38 - SCHOOL VOUCHERS. STATE-FUNDED PRIVATE AND RELIGIOUS EDUCATION. PUBLIC SCHOOL FUNDING. INITIATIVE CONSTITUTIONAL AMENDMENT.,79,1225973,CALIFORNIANS FOR BETTER PUBLIC SCHOOLS AND FOR PROP 39 AND AGAINST 38,OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/cf4629e7-fafd-46de-9251-a97e644241ab,1224425,28,"PROP 39 - SCHOOL FACILITIES. 55% LOCAL VOTE. BONDS, TAXES. ACCOUNTABILITY REQUIREMENTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",80,922117,"SAVE OUR HOMES COMMITTEE, VOTE NO ON PROP. 39, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",OPPOSE
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/cf4629e7-fafd-46de-9251-a97e644241ab,1224425,28,"PROP 39 - SCHOOL FACILITIES. 55% LOCAL VOTE. BONDS, TAXES. ACCOUNTABILITY REQUIREMENTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",81,1225973,CALIFORNIANS FOR BETTER PUBLIC SCHOOLS AND FOR PROP 39 AND AGAINST 38,SUPPORT
2000 GENERAL,2000-11-07 00:00:00+00:00,ocd-event/733b062d-75d2-4e23-8e17-838f808780be,ocd-contest/cf4629e7-fafd-46de-9251-a97e644241ab,1224425,28,"PROP 39 - SCHOOL FACILITIES. 55% LOCAL VOTE. BONDS, TAXES. ACCOUNTABILITY REQUIREMENTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.",82,1222562,"TAXPAYERS FOR ACCOUNTABILITY AND BETTER SCHOOLS (TABS), YES ON PROPOSITION 39, A COALITION OF TEACHERS, PARENTS, SENIORS, TAXPAYERS AND BUSINESS",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/f9c4748b-b8f2-4962-ace4-1a60079ec50f,1239148,133,"PROP 40 - CALIFORNIA CLEAN WATER, CLEAN AIR, SAFE NEIGHBORHOOD PARKS, AND COASTAL PROTECTION ACT OF 2002. AB. 1602 (2001)",749,1241819,CALIFORNIA HERITAGE COALITION - A COMMITTEE FOR PROPOSITION 40,SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/f9c4748b-b8f2-4962-ace4-1a60079ec50f,1239148,133,"PROP 40 - CALIFORNIA CLEAN WATER, CLEAN AIR, SAFE NEIGHBORHOOD PARKS, AND COASTAL PROTECTION ACT OF 2002. AB. 1602 (2001)",750,970866,"NATURE CONSERVANCY ACTION FUND OF CALIFORNIA, THE",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/f9c4748b-b8f2-4962-ace4-1a60079ec50f,1239148,133,"PROP 40 - CALIFORNIA CLEAN WATER, CLEAN AIR, SAFE NEIGHBORHOOD PARKS, AND COASTAL PROTECTION ACT OF 2002. AB. 1602 (2001)",751,991829,"YES ON 40. PROTECT CALIFORNIA'S LAND, AIR AND WATER. SUPPORTED BY CONSERVATION GROUPS AND OWNERS OF OPEN SPACE.",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/f9c4748b-b8f2-4962-ace4-1a60079ec50f,1239148,133,"PROP 40 - CALIFORNIA CLEAN WATER, CLEAN AIR, SAFE NEIGHBORHOOD PARKS, AND COASTAL PROTECTION ACT OF 2002. AB. 1602 (2001)",752,1242194,ANZA-BORREGO FOUNDATION COMMITTEE,SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/f9c4748b-b8f2-4962-ace4-1a60079ec50f,1239148,133,"PROP 40 - CALIFORNIA CLEAN WATER, CLEAN AIR, SAFE NEIGHBORHOOD PARKS, AND COASTAL PROTECTION ACT OF 2002. AB. 1602 (2001)",753,1243044,CALIFORNIA ASSOCIATION OF LOCAL CONSERVATION CORPS,SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/0ca1798c-df66-4282-9b7c-aa3c1dfe3ee5,1239150,134,PROP 41 - VOTING MODERNIZATION ACT OF 2002. AB 56 (2001),754,1239872,"YES ON PROP. 41, SEQUOIA PACIFIC VOTING EQUIPMENT AND VOTING TECHNOLOGY DEVELOPERS",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/954c5b95-4a57-4941-81f0-1b9cb8eedf20,1238835,135,PROP 42 - TRANSPORTATION FUNDING: SALES AND USE TAX REVENUES. ACA 4. (2001),755,1238613,"YES ON 42 - TAXPAYERS, CONSTRUCTION, BUSINESS, LABOR, ENGINEERS",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/954c5b95-4a57-4941-81f0-1b9cb8eedf20,1238835,135,PROP 42 - TRANSPORTATION FUNDING: SALES AND USE TAX REVENUES. ACA 4. (2001),756,1243211,"NO ON 42,  A COALITION FOR TEACHERS AND SERVICE EMPLOYEES WHO OPPOSE DIVERTING FUNDS FROM SCHOOLS, HOSPITALS AND SENIORS",OPPOSE
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/954c5b95-4a57-4941-81f0-1b9cb8eedf20,1238835,135,PROP 42 - TRANSPORTATION FUNDING: SALES AND USE TAX REVENUES. ACA 4. (2001),757,970230,ASSOCIATED GENERAL CONTRACTORS ISSUES POLITICAL ACTION COMMITTEE,SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/0e29bd92-78d8-46c6-a6cf-dc0ffebb03e6,1237346,138,PROP 45 - LEGISLATIVE TERM LIMITS. LOCAL VOTER PETITIONS. INITIATIVE CONSTITUTIONAL AMENDMENT.,758,1233779,"CITIZENS' RIGHT TO PETITION, YES ON PROP. 45, A COALITION OF CITIZENS, ORGANIZATIONS AND ENTITIES, INCLUDING POLITICAL COMMITTEES, REPRESENTING THE INTERESTS OF SENIOR CITIZENS, TAXPAYERS, TEACHERS, C",SUPPORT
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/0e29bd92-78d8-46c6-a6cf-dc0ffebb03e6,1237346,138,PROP 45 - LEGISLATIVE TERM LIMITS. LOCAL VOTER PETITIONS. INITIATIVE CONSTITUTIONAL AMENDMENT.,759,1236419,"NO ON 45: STOP THE POLITICIANS, SPONSORED BY AMERICANS FOR LIMITED TERMS",OPPOSE
2002 PRIMARY,2002-03-05 00:00:00+00:00,ocd-event/dccf18ff-aca7-41ee-ab61-f15eb6250918,ocd-contest/0e29bd92-78d8-46c6-a6cf-dc0ffebb03e6,1237346,138,PROP 45 - LEGISLATIVE TERM LIMITS. LOCAL VOTER PETITIONS. INITIATIVE CONSTITUTIONAL AMENDMENT.,760,1239930,"YES ON 45. CITIZENS RIGHT TO VOTE. A COALITION TO IMPROVE TERM LIMITS SPONSORED BY FIREFIGHTERS, TEACHERS, SENIORS, RETAILERS, THE CHAMBER OF COMMERCE AND THE LEAGUE OF WOMEN VOTERS.",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/419c93bb-c578-4d41-bdfd-137272567ffa,1244959,139,PROP 46 - HOUSING AND EMERGENCY SHELTER TRUST FUND ACT OF 2002.,761,900868,BUILDERS FOR PROP. 47 AND PROP. 46 SPONSORED BY CALIFORNIA BUILDING INDUSTRY ASSOCIATION,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/419c93bb-c578-4d41-bdfd-137272567ffa,1244959,139,PROP 46 - HOUSING AND EMERGENCY SHELTER TRUST FUND ACT OF 2002.,762,1244196,"YES ON 46, A COALITION OF TEACHERS, HOMEBUILDERS, LABOR, LENDERS, REALTORS, JOHN BURTON, BUSINESSES AND OTHER SUPPORTERS OF EMERGENCY SHELTER AND AFFORDABLE HOUSING",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,763,900868,BUILDERS FOR PROP. 47 AND PROP. 46 SPONSORED BY CALIFORNIA BUILDING INDUSTRY ASSOCIATION,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,764,1245448,"YES ON 47: TAXPAYERS, PARENTS, EDUCATORS, BUSINESS, LABOR, BUILDERS",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,765,1249945,VALLEY CITIZENS FOR PROPOSITION 47,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,766,1220380,COMMUNITY COLLEGE FACILITY COALITION ISSUES COMMITTEE,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,767,1224009,CALIFORNIANS FOR HIGHER EDUCATION,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,768,980478,COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,769,1249695,TEMECULA VALLEY YES ON PROP 47,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/558fb953-0e6b-4d7a-b396-50f608d9f5cc,1244960,140,PROP 47 - KINDERGARTEN-UNIVERSITY PUBLIC EDUCATION FACILITIES BOND ACT OF 2002.,770,1231681,FUND FOR BETTER SCHOOLS - YES ON 47,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/26f0b156-d3a0-4682-b840-faa39156ace5,1245288,142,PROP 49 - BEFORE AND AFTER SCHOOL PROGRAMS. STATE GRANTS. INITIATIVE STATUTE.,771,1240592,"CITIZENS FOR AFTER SCHOOL PROGRAMS, YES ON PROPOSITION 49",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/26f0b156-d3a0-4682-b840-faa39156ace5,1245288,142,PROP 49 - BEFORE AND AFTER SCHOOL PROGRAMS. STATE GRANTS. INITIATIVE STATUTE.,772,1248678,"STOP PROP 49, A COMMITTEE AGAINST PROPOSITION 49 SPONSORED BY THE LEAGUE OF WOMEN VOTERS OF CALIFORNIA",OPPOSE
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/3dc18dc9-4a22-4ce1-a786-47e62a140819,1244594,143,"PROP 50 - WATER QUALITY, SUPPLY AND SAFE DRINKING WATER PROJECTS. COASTAL WETLANDS PURCHASE AND PROTECTION. BONDS. INITIATIVE STATUTE.",773,1245318,"YES ON 50. COALITION OF CONSERVATIONISTS, BUSINESS, WATER & ENGINEERING COS., OWNERS OF OPEN SPACE.",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/3dc18dc9-4a22-4ce1-a786-47e62a140819,1244594,143,"PROP 50 - WATER QUALITY, SUPPLY AND SAFE DRINKING WATER PROJECTS. COASTAL WETLANDS PURCHASE AND PROTECTION. BONDS. INITIATIVE STATUTE.",774,1245176,"CALIFORNIAN'S FOR FISCAL RESTRAINT, NO ON PROPOSITION 50",OPPOSE
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/3dc18dc9-4a22-4ce1-a786-47e62a140819,1244594,143,"PROP 50 - WATER QUALITY, SUPPLY AND SAFE DRINKING WATER PROJECTS. COASTAL WETLANDS PURCHASE AND PROTECTION. BONDS. INITIATIVE STATUTE.",775,1245164,PCL'S YES ON 50 AND 51 COMMITTEE,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/3dc18dc9-4a22-4ce1-a786-47e62a140819,1244594,143,"PROP 50 - WATER QUALITY, SUPPLY AND SAFE DRINKING WATER PROJECTS. COASTAL WETLANDS PURCHASE AND PROTECTION. BONDS. INITIATIVE STATUTE.",776,1241134,"YES ON 50, CALIFORNIANS FOR SAFE, CLEAN WATER, FUNDED BY PACS AND ORGANIZATIONS ESTABLISHED TO PROTECT THE ENVIRONMENT CONSERVATION GROUPS, AND OWNERS OF OPEN SPACE",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/58a8357b-be98-4549-825b-f0cc1dedc596,1244589,144,PROP 51 - TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE.,777,1245164,PCL'S YES ON 50 AND 51 COMMITTEE,SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/58a8357b-be98-4549-825b-f0cc1dedc596,1244589,144,PROP 51 - TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE.,778,1239911,"YES ON 51 PROJECT OF PLANNING & CONSERVATION LEAGUE, CONSERVATIONISTS, HIGHER ED, COMMUNITY GROUPS, HOME BUILDERS, TRANSPORTATION DEVELOPERS, INDIAN GAMING, OPEN SPACE LANDOWNERS, CLEAN ENGINE MAKERS",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/58a8357b-be98-4549-825b-f0cc1dedc596,1244589,144,PROP 51 - TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE.,779,1248158,"ORANGE COUNTY VOTERS FOR GOOD GOVERNMENT, YES ON PROP. 51",SUPPORT
2002 GENERAL,2002-11-05 00:00:00+00:00,ocd-event/bd2142ef-f6d3-4b57-bf97-aaa6091e4e5c,ocd-contest/58a8357b-be98-4549-825b-f0cc1dedc596,1244589,144,PROP 51 - TRANSPORTATION. DISTRIBUTION OF EXISTING MOTOR VEHICLE SALES AND USE TAX. INITIATIVE STATUTE.,780,1247731,NO ON PROPOSITION 51 COMMITTEE,OPPOSE
